"Owner Role","Opportunity Owner","Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Expected Revenue","Probability (%)","Age","Close Date","Created Date","Next Step","Lead Source","Type"
"CEO","Lars Malmqvist","","Opportunity22","Closed Won","Q3-2023","6886.11","6886.11","100","45.0000000000","11/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity23","Closed Won","Q3-2023","5148.25","5148.25","100","43.0000000000","09/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity24","Closed Won","Q3-2023","8436.45","8436.45","100","30.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity25","Closed Lost","Q3-2023","9765.95","0.00","0","20.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity26","Closed Lost","Q3-2023","8853.40","0.00","0","16.0000000000","13/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity27","Closed Lost","Q3-2023","5657.73","0.00","0","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity28","Closed Won","Q2-2023","9348.46","9348.46","100","0.0000000000","27/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity29","Closed Lost","Q3-2023","5627.52","0.00","0","44.0000000000","10/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity49","Closed Lost","Q3-2023","6987.46","0.00","0","11.0000000000","08/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity50","Closed Won","Q3-2023","9705.02","9705.02","100","41.0000000000","07/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity51","Closed Lost","Q3-2023","7866.04","0.00","0","25.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity52","Closed Lost","Q3-2023","8627.01","0.00","0","24.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity53","Closed Won","Q3-2023","7181.58","7181.58","100","34.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity54","Closed Won","Q3-2023","6186.28","6186.28","100","38.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity55","Closed Lost","Q3-2023","7909.16","0.00","0","34.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity56","Closed Lost","Q3-2023","6271.71","0.00","0","24.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity57","Closed Lost","Q3-2023","9387.84","0.00","0","15.0000000000","12/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity58","Closed Lost","Q3-2023","6172.28","0.00","0","21.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity59","Closed Lost","Q3-2023","6281.07","0.00","0","37.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity30","Closed Won","Q3-2023","8760.78","8760.78","100","38.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity31","Closed Lost","Q3-2023","9172.22","0.00","0","49.0000000000","15/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity32","Closed Lost","Q3-2023","7878.72","0.00","0","32.0000000000","29/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity33","Closed Won","Q3-2023","8712.78","8712.78","100","33.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity34","Closed Lost","Q3-2023","8224.21","0.00","0","47.0000000000","13/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity164","Closed Lost","Q3-2023","9251.58","0.00","0","32.0000000000","29/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity165","Closed Won","Q3-2023","7960.08","7960.08","100","30.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity166","Closed Won","Q3-2023","8136.83","8136.83","100","23.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity167","Closed Lost","Q3-2023","6520.73","0.00","0","26.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity168","Closed Lost","Q3-2023","5252.47","0.00","0","21.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity169","Closed Lost","Q3-2023","8690.09","0.00","0","45.0000000000","11/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity170","Closed Lost","Q3-2023","8791.05","0.00","0","45.0000000000","11/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity195","Closed Won","Q3-2023","6723.45","6723.45","100","20.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity196","Closed Won","Q3-2023","7010.98","7010.98","100","31.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity197","Closed Won","Q3-2023","6131.72","6131.72","100","16.0000000000","13/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity198","Closed Lost","Q3-2023","9417.51","0.00","0","38.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity199","Closed Won","Q3-2023","6846.83","6846.83","100","35.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity0","Value Proposition","Q3-2023","7691.60","3845.80","50","195.0000000000","29/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity1","Value Proposition","Q3-2023","6948.03","3474.01","50","195.0000000000","14/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity2","Value Proposition","Q3-2023","9322.71","4661.35","50","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity3","Value Proposition","Q3-2023","9185.10","4592.55","50","195.0000000000","05/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity4","Value Proposition","Q3-2023","6654.19","3327.10","50","195.0000000000","07/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity184","Closed Lost","Q3-2023","8989.99","0.00","0","25.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity185","Closed Won","Q3-2023","6505.47","6505.47","100","35.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity186","Closed Lost","Q3-2023","8423.76","0.00","0","18.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity187","Closed Won","Q3-2023","5572.47","5572.47","100","17.0000000000","14/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity188","Closed Won","Q3-2023","7128.78","7128.78","100","37.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity189","Closed Lost","Q3-2023","8482.24","0.00","0","8.0000000000","05/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity80","Closed Lost","Q3-2023","5712.54","0.00","0","18.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity81","Closed Lost","Q3-2023","6760.38","0.00","0","13.0000000000","10/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity82","Closed Won","Q3-2023","6462.35","6462.35","100","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity83","Closed Won","Q3-2023","5215.78","5215.78","100","22.0000000000","19/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity84","Closed Lost","Q3-2023","7208.22","0.00","0","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity85","Closed Lost","Q3-2023","9788.42","0.00","0","37.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity86","Closed Won","Q3-2023","6280.97","6280.97","100","20.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity87","Closed Lost","Q3-2023","5226.00","0.00","0","17.0000000000","14/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity88","Closed Lost","Q3-2023","9535.21","0.00","0","26.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity89","Closed Lost","Q3-2023","6616.01","0.00","0","20.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity90","Closed Lost","Q3-2023","9114.23","0.00","0","29.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity91","Closed Lost","Q3-2023","7171.60","0.00","0","25.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity92","Closed Won","Q3-2023","6450.60","6450.60","100","20.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity93","Closed Won","Q3-2023","9636.46","9636.46","100","27.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity94","Closed Lost","Q3-2023","7760.50","0.00","0","25.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity95","Closed Lost","Q3-2023","9151.88","0.00","0","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity96","Closed Lost","Q3-2023","8803.77","0.00","0","28.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity97","Closed Lost","Q3-2023","5589.53","0.00","0","29.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity98","Closed Lost","Q3-2023","8917.36","0.00","0","45.0000000000","11/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity99","Closed Won","Q3-2023","5635.33","5635.33","100","36.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity100","Closed Won","Q3-2023","7728.60","7728.60","100","22.0000000000","19/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity102","Closed Won","Q3-2023","7518.01","7518.01","100","54.0000000000","20/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity103","Closed Won","Q3-2023","6001.36","6001.36","100","30.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity104","Closed Won","Q3-2023","5997.49","5997.49","100","43.0000000000","09/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity105","Closed Lost","Q3-2023","6672.64","0.00","0","46.0000000000","12/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity106","Closed Won","Q3-2023","6277.55","6277.55","100","34.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity107","Closed Won","Q3-2023","7558.85","7558.85","100","21.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity108","Closed Won","Q3-2023","5956.45","5956.45","100","49.0000000000","15/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity109","Closed Won","Q3-2023","8030.65","8030.65","100","24.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity110","Closed Lost","Q3-2023","9984.17","0.00","0","31.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity181","Closed Won","Q2-2023","9535.45","9535.45","100","0.0000000000","27/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity182","Closed Won","Q3-2023","5903.30","5903.30","100","21.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity183","Closed Lost","Q3-2023","8704.41","0.00","0","30.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity122","Closed Lost","Q3-2023","5708.75","0.00","0","49.0000000000","15/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity123","Closed Won","Q3-2023","5801.73","5801.73","100","27.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity124","Closed Lost","Q3-2023","7387.08","0.00","0","35.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity125","Closed Lost","Q3-2023","9067.83","0.00","0","36.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity126","Closed Lost","Q3-2023","5476.19","0.00","0","12.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity127","Closed Won","Q3-2023","8716.19","8716.19","100","31.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity128","Closed Lost","Q3-2023","7242.74","0.00","0","44.0000000000","10/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity129","Closed Lost","Q3-2023","8118.41","0.00","0","28.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity130","Closed Won","Q3-2023","8868.70","8868.70","100","15.0000000000","12/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity131","Closed Lost","Q3-2023","6338.47","0.00","0","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity132","Closed Won","Q3-2023","6616.23","6616.23","100","23.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity133","Closed Lost","Q3-2023","5981.61","0.00","0","43.0000000000","09/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity134","Closed Lost","Q3-2023","9502.66","0.00","0","26.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity135","Closed Lost","Q3-2023","6135.56","0.00","0","22.0000000000","19/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity136","Closed Lost","Q3-2023","9315.55","0.00","0","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity137","Closed Won","Q3-2023","7600.58","7600.58","100","19.0000000000","16/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity138","Closed Won","Q3-2023","9665.51","9665.51","100","33.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity139","Closed Won","Q3-2023","6395.71","6395.71","100","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity140","Closed Won","Q3-2023","8005.62","8005.62","100","48.0000000000","14/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity141","Closed Lost","Q3-2023","5112.79","0.00","0","28.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity142","Closed Won","Q3-2023","7165.09","7165.09","100","35.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity143","Closed Won","Q3-2023","7388.05","7388.05","100","23.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity144","Closed Won","Q3-2023","5823.89","5823.89","100","36.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity145","Closed Won","Q3-2023","7890.07","7890.07","100","18.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity146","Closed Won","Q3-2023","6133.06","6133.06","100","40.0000000000","06/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity147","Closed Lost","Q3-2023","7026.01","0.00","0","24.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity148","Closed Lost","Q3-2023","7446.33","0.00","0","35.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity149","Closed Lost","Q3-2023","7382.48","0.00","0","29.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity190","Closed Won","Q3-2023","6953.20","6953.20","100","18.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity191","Closed Lost","Q3-2023","7584.27","0.00","0","44.0000000000","10/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity192","Closed Won","Q3-2023","7833.51","7833.51","100","12.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity193","Closed Lost","Q3-2023","9228.06","0.00","0","28.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity194","Closed Lost","Q3-2023","5986.94","0.00","0","20.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity101","Closed Won","Q3-2023","7723.15","7723.15","100","10.0000000000","07/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity111","Closed Lost","Q3-2023","7270.14","0.00","0","34.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity112","Closed Lost","Q3-2023","7350.14","0.00","0","33.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity113","Closed Lost","Q3-2023","8452.14","0.00","0","27.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity114","Closed Lost","Q3-2023","6945.64","0.00","0","38.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity115","Closed Lost","Q3-2023","9387.22","0.00","0","39.0000000000","05/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity116","Closed Won","Q3-2023","6166.33","6166.33","100","15.0000000000","12/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity117","Closed Won","Q3-2023","7418.40","7418.40","100","36.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity118","Closed Lost","Q3-2023","9199.65","0.00","0","11.0000000000","08/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity119","Closed Won","Q3-2023","5423.65","5423.65","100","43.0000000000","09/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity120","Closed Lost","Q3-2023","9921.36","0.00","0","20.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity121","Closed Won","Q3-2023","8173.23","8173.23","100","42.0000000000","08/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity150","Closed Lost","Q3-2023","9747.24","0.00","0","38.0000000000","04/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity151","Closed Won","Q3-2023","9424.32","9424.32","100","34.0000000000","31/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity152","Closed Won","Q3-2023","7906.88","7906.88","100","29.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity153","Closed Won","Q3-2023","6479.73","6479.73","100","23.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity154","Closed Won","Q3-2023","9735.46","9735.46","100","45.0000000000","11/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity155","Closed Won","Q3-2023","9523.86","9523.86","100","26.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity156","Closed Lost","Q3-2023","9394.61","0.00","0","30.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity157","Closed Lost","Q3-2023","7567.92","0.00","0","18.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity158","Closed Won","Q2-2023","9922.79","9922.79","100","0.0000000000","27/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity159","Closed Lost","Q3-2023","6244.82","0.00","0","26.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity160","Closed Lost","Q3-2023","8060.92","0.00","0","23.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity161","Closed Won","Q3-2023","7573.72","7573.72","100","32.0000000000","29/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity162","Closed Lost","Q3-2023","9887.65","0.00","0","46.0000000000","12/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity163","Closed Lost","Q3-2023","7660.73","0.00","0","33.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity171","Closed Won","Q3-2023","7134.81","7134.81","100","39.0000000000","05/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity172","Closed Won","Q3-2023","5581.00","5581.00","100","30.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity173","Closed Lost","Q3-2023","6697.32","0.00","0","54.0000000000","20/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity174","Closed Won","Q3-2023","6152.58","6152.58","100","29.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity175","Closed Lost","Q3-2023","9406.13","0.00","0","22.0000000000","19/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity176","Closed Won","Q3-2023","7885.51","7885.51","100","43.0000000000","09/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity177","Closed Lost","Q3-2023","9696.30","0.00","0","37.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity178","Closed Lost","Q3-2023","6843.68","0.00","0","12.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity179","Closed Lost","Q3-2023","6193.36","0.00","0","33.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity180","Closed Won","Q3-2023","8185.30","8185.30","100","33.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity81","Value Proposition","Q3-2023","9023.40","4511.70","50","195.0000000000","09/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity82","Value Proposition","Q3-2023","6676.04","3338.02","50","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity83","Value Proposition","Q3-2023","9615.06","4807.53","50","195.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity84","Value Proposition","Q3-2023","7926.70","3963.35","50","195.0000000000","16/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity85","Value Proposition","Q3-2023","6372.48","3186.24","50","195.0000000000","30/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity132","Value Proposition","Q3-2023","9794.90","4897.45","50","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity133","Value Proposition","Q3-2023","6823.18","3411.59","50","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity134","Value Proposition","Q3-2023","9748.17","4874.09","50","195.0000000000","28/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity45","Value Proposition","Q3-2023","6731.20","3365.60","50","195.0000000000","06/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity46","Value Proposition","Q3-2023","5262.10","2631.05","50","195.0000000000","08/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity47","Value Proposition","Q3-2023","5292.44","2646.22","50","195.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity48","Value Proposition","Q3-2023","8793.12","4396.56","50","195.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity49","Value Proposition","Q3-2023","6492.27","3246.14","50","195.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity50","Value Proposition","Q3-2023","9472.82","4736.41","50","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity112","Value Proposition","Q3-2023","5526.52","2763.26","50","195.0000000000","10/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity113","Value Proposition","Q3-2023","7336.29","3668.15","50","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity114","Value Proposition","Q3-2023","8609.42","4304.71","50","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity51","Value Proposition","Q3-2023","9127.50","4563.75","50","195.0000000000","16/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity52","Value Proposition","Q3-2023","5696.33","2848.16","50","195.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity53","Value Proposition","Q3-2023","6489.97","3244.99","50","195.0000000000","09/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity54","Value Proposition","Q3-2023","7031.99","3516.00","50","195.0000000000","04/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity55","Value Proposition","Q3-2023","6036.76","3018.38","50","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity56","Value Proposition","Q3-2023","6683.61","3341.81","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity115","Value Proposition","Q3-2023","5198.01","2599.00","50","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity116","Value Proposition","Q3-2023","9937.09","4968.55","50","195.0000000000","19/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity117","Value Proposition","Q3-2023","9126.33","4563.16","50","195.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity119","Value Proposition","Q3-2023","5880.69","2940.35","50","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity5","Value Proposition","Q3-2023","5693.32","2846.66","50","195.0000000000","01/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity6","Value Proposition","Q3-2023","5553.39","2776.69","50","195.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity7","Value Proposition","Q3-2023","8268.50","4134.25","50","195.0000000000","06/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity8","Value Proposition","Q3-2023","9870.25","4935.12","50","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity9","Value Proposition","Q3-2023","8329.62","4164.81","50","195.0000000000","03/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity10","Value Proposition","Q3-2023","9789.85","4894.92","50","195.0000000000","02/08/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity11","Value Proposition","Q3-2023","6217.98","3108.99","50","195.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity12","Value Proposition","Q3-2023","9174.62","4587.31","50","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity13","Value Proposition","Q3-2023","9737.65","4868.82","50","195.0000000000","12/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity14","Value Proposition","Q3-2023","8353.46","4176.73","50","195.0000000000","22/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity15","Value Proposition","Q3-2023","5807.83","2903.91","50","195.0000000000","21/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity16","Value Proposition","Q3-2023","6077.72","3038.86","50","195.0000000000","12/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity17","Value Proposition","Q3-2023","8930.26","4465.13","50","195.0000000000","27/07/2023","27/06/2023","","",""
